negative_pair_id,dataset,protocol,pair_label,canonical_finger_position,subject_id_a,subject_id_b,ppi,path_a,path_b,raw_frgp_a,raw_frgp_b,source_plain_pair_id,source_roll_pair_id,plain_group_index,roll_group_index,shift
sd300b_plain_roll_next_subject_impostor_01_00001068_00001069,sd300b,plain_roll_next_subject_impostor,impostor,1,00001068,00001069,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001068_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001069_roll_1000_01.png,11,1,sd300b_plain_roll_00001068_01,sd300b_plain_roll_00001069_01,67,68,1
sd300b_plain_roll_next_subject_impostor_01_00001069_00001070,sd300b,plain_roll_next_subject_impostor,impostor,1,00001069,00001070,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001069_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001070_roll_1000_01.png,11,1,sd300b_plain_roll_00001069_01,sd300b_plain_roll_00001070_01,68,69,1
sd300b_plain_roll_next_subject_impostor_01_00001070_00001071,sd300b,plain_roll_next_subject_impostor,impostor,1,00001070,00001071,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001070_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001071_roll_1000_01.png,11,1,sd300b_plain_roll_00001070_01,sd300b_plain_roll_00001071_01,69,70,1
sd300b_plain_roll_next_subject_impostor_01_00001071_00001072,sd300b,plain_roll_next_subject_impostor,impostor,1,00001071,00001072,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001071_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001072_roll_1000_01.png,11,1,sd300b_plain_roll_00001071_01,sd300b_plain_roll_00001072_01,70,71,1
sd300b_plain_roll_next_subject_impostor_01_00001072_00001073,sd300b,plain_roll_next_subject_impostor,impostor,1,00001072,00001073,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001072_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001073_roll_1000_01.png,11,1,sd300b_plain_roll_00001072_01,sd300b_plain_roll_00001073_01,71,72,1
sd300b_plain_roll_next_subject_impostor_01_00001073_00001074,sd300b,plain_roll_next_subject_impostor,impostor,1,00001073,00001074,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001073_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001074_roll_1000_01.png,11,1,sd300b_plain_roll_00001073_01,sd300b_plain_roll_00001074_01,72,73,1
sd300b_plain_roll_next_subject_impostor_01_00001074_00001075,sd300b,plain_roll_next_subject_impostor,impostor,1,00001074,00001075,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001074_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001075_roll_1000_01.png,11,1,sd300b_plain_roll_00001074_01,sd300b_plain_roll_00001075_01,73,74,1
sd300b_plain_roll_next_subject_impostor_01_00001075_00001076,sd300b,plain_roll_next_subject_impostor,impostor,1,00001075,00001076,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001075_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001076_roll_1000_01.png,11,1,sd300b_plain_roll_00001075_01,sd300b_plain_roll_00001076_01,74,75,1
sd300b_plain_roll_next_subject_impostor_01_00001076_00001077,sd300b,plain_roll_next_subject_impostor,impostor,1,00001076,00001077,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001076_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001077_roll_1000_01.png,11,1,sd300b_plain_roll_00001076_01,sd300b_plain_roll_00001077_01,75,76,1
sd300b_plain_roll_next_subject_impostor_01_00001077_00001078,sd300b,plain_roll_next_subject_impostor,impostor,1,00001077,00001078,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001077_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001078_roll_1000_01.png,11,1,sd300b_plain_roll_00001077_01,sd300b_plain_roll_00001078_01,76,77,1
sd300b_plain_roll_next_subject_impostor_01_00001078_00001079,sd300b,plain_roll_next_subject_impostor,impostor,1,00001078,00001079,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001078_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001079_roll_1000_01.png,11,1,sd300b_plain_roll_00001078_01,sd300b_plain_roll_00001079_01,77,78,1
sd300b_plain_roll_next_subject_impostor_01_00001079_00001080,sd300b,plain_roll_next_subject_impostor,impostor,1,00001079,00001080,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001079_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001080_roll_1000_01.png,11,1,sd300b_plain_roll_00001079_01,sd300b_plain_roll_00001080_01,78,79,1
sd300b_plain_roll_next_subject_impostor_01_00001080_00001081,sd300b,plain_roll_next_subject_impostor,impostor,1,00001080,00001081,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001080_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001081_roll_1000_01.png,11,1,sd300b_plain_roll_00001080_01,sd300b_plain_roll_00001081_01,79,80,1
sd300b_plain_roll_next_subject_impostor_01_00001081_00001082,sd300b,plain_roll_next_subject_impostor,impostor,1,00001081,00001082,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001081_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001082_roll_1000_01.png,11,1,sd300b_plain_roll_00001081_01,sd300b_plain_roll_00001082_01,80,81,1
sd300b_plain_roll_next_subject_impostor_01_00001082_00001084,sd300b,plain_roll_next_subject_impostor,impostor,1,00001082,00001084,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001082_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001084_roll_1000_01.png,11,1,sd300b_plain_roll_00001082_01,sd300b_plain_roll_00001084_01,81,82,1
sd300b_plain_roll_next_subject_impostor_01_00001084_00001085,sd300b,plain_roll_next_subject_impostor,impostor,1,00001084,00001085,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001084_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001085_roll_1000_01.png,11,1,sd300b_plain_roll_00001084_01,sd300b_plain_roll_00001085_01,82,83,1
sd300b_plain_roll_next_subject_impostor_01_00001085_00001086,sd300b,plain_roll_next_subject_impostor,impostor,1,00001085,00001086,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001085_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001086_roll_1000_01.png,11,1,sd300b_plain_roll_00001085_01,sd300b_plain_roll_00001086_01,83,84,1
sd300b_plain_roll_next_subject_impostor_01_00001086_00001087,sd300b,plain_roll_next_subject_impostor,impostor,1,00001086,00001087,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001086_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001087_roll_1000_01.png,11,1,sd300b_plain_roll_00001086_01,sd300b_plain_roll_00001087_01,84,85,1
sd300b_plain_roll_next_subject_impostor_01_00001087_00001088,sd300b,plain_roll_next_subject_impostor,impostor,1,00001087,00001088,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001087_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001088_roll_1000_01.png,11,1,sd300b_plain_roll_00001087_01,sd300b_plain_roll_00001088_01,85,86,1
sd300b_plain_roll_next_subject_impostor_01_00001088_00001089,sd300b,plain_roll_next_subject_impostor,impostor,1,00001088,00001089,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001088_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001089_roll_1000_01.png,11,1,sd300b_plain_roll_00001088_01,sd300b_plain_roll_00001089_01,86,87,1
sd300b_plain_roll_next_subject_impostor_01_00001089_00001091,sd300b,plain_roll_next_subject_impostor,impostor,1,00001089,00001091,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001089_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001091_roll_1000_01.png,11,1,sd300b_plain_roll_00001089_01,sd300b_plain_roll_00001091_01,87,88,1
sd300b_plain_roll_next_subject_impostor_01_00001091_00001092,sd300b,plain_roll_next_subject_impostor,impostor,1,00001091,00001092,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001091_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001092_roll_1000_01.png,11,1,sd300b_plain_roll_00001091_01,sd300b_plain_roll_00001092_01,88,89,1
sd300b_plain_roll_next_subject_impostor_01_00001092_00001093,sd300b,plain_roll_next_subject_impostor,impostor,1,00001092,00001093,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001092_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001093_roll_1000_01.png,11,1,sd300b_plain_roll_00001092_01,sd300b_plain_roll_00001093_01,89,90,1
sd300b_plain_roll_next_subject_impostor_01_00001093_00001094,sd300b,plain_roll_next_subject_impostor,impostor,1,00001093,00001094,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001093_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001094_roll_1000_01.png,11,1,sd300b_plain_roll_00001093_01,sd300b_plain_roll_00001094_01,90,91,1
sd300b_plain_roll_next_subject_impostor_01_00001094_00001095,sd300b,plain_roll_next_subject_impostor,impostor,1,00001094,00001095,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001094_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001095_roll_1000_01.png,11,1,sd300b_plain_roll_00001094_01,sd300b_plain_roll_00001095_01,91,92,1
sd300b_plain_roll_next_subject_impostor_01_00001095_00001096,sd300b,plain_roll_next_subject_impostor,impostor,1,00001095,00001096,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001095_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001096_roll_1000_01.png,11,1,sd300b_plain_roll_00001095_01,sd300b_plain_roll_00001096_01,92,93,1
sd300b_plain_roll_next_subject_impostor_01_00001096_00001097,sd300b,plain_roll_next_subject_impostor,impostor,1,00001096,00001097,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001096_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001097_roll_1000_01.png,11,1,sd300b_plain_roll_00001096_01,sd300b_plain_roll_00001097_01,93,94,1
sd300b_plain_roll_next_subject_impostor_01_00001097_00001098,sd300b,plain_roll_next_subject_impostor,impostor,1,00001097,00001098,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001097_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001098_roll_1000_01.png,11,1,sd300b_plain_roll_00001097_01,sd300b_plain_roll_00001098_01,94,95,1
sd300b_plain_roll_next_subject_impostor_01_00001098_00001099,sd300b,plain_roll_next_subject_impostor,impostor,1,00001098,00001099,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001098_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001099_roll_1000_01.png,11,1,sd300b_plain_roll_00001098_01,sd300b_plain_roll_00001099_01,95,96,1
sd300b_plain_roll_next_subject_impostor_01_00001099_00001100,sd300b,plain_roll_next_subject_impostor,impostor,1,00001099,00001100,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001099_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001100_roll_1000_01.png,11,1,sd300b_plain_roll_00001099_01,sd300b_plain_roll_00001100_01,96,97,1
sd300b_plain_roll_next_subject_impostor_01_00001100_00001101,sd300b,plain_roll_next_subject_impostor,impostor,1,00001100,00001101,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001100_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001101_roll_1000_01.png,11,1,sd300b_plain_roll_00001100_01,sd300b_plain_roll_00001101_01,97,98,1
sd300b_plain_roll_next_subject_impostor_01_00001101_00001102,sd300b,plain_roll_next_subject_impostor,impostor,1,00001101,00001102,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001101_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001102_roll_1000_01.png,11,1,sd300b_plain_roll_00001101_01,sd300b_plain_roll_00001102_01,98,99,1
sd300b_plain_roll_next_subject_impostor_01_00001102_00001103,sd300b,plain_roll_next_subject_impostor,impostor,1,00001102,00001103,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001102_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001103_roll_1000_01.png,11,1,sd300b_plain_roll_00001102_01,sd300b_plain_roll_00001103_01,99,100,1
sd300b_plain_roll_next_subject_impostor_01_00001103_00001104,sd300b,plain_roll_next_subject_impostor,impostor,1,00001103,00001104,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001103_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001104_roll_1000_01.png,11,1,sd300b_plain_roll_00001103_01,sd300b_plain_roll_00001104_01,100,101,1
sd300b_plain_roll_next_subject_impostor_01_00001104_00001105,sd300b,plain_roll_next_subject_impostor,impostor,1,00001104,00001105,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001104_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001105_roll_1000_01.png,11,1,sd300b_plain_roll_00001104_01,sd300b_plain_roll_00001105_01,101,102,1
sd300b_plain_roll_next_subject_impostor_01_00001105_00001106,sd300b,plain_roll_next_subject_impostor,impostor,1,00001105,00001106,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001105_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001106_roll_1000_01.png,11,1,sd300b_plain_roll_00001105_01,sd300b_plain_roll_00001106_01,102,103,1
sd300b_plain_roll_next_subject_impostor_01_00001106_00001107,sd300b,plain_roll_next_subject_impostor,impostor,1,00001106,00001107,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001106_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001107_roll_1000_01.png,11,1,sd300b_plain_roll_00001106_01,sd300b_plain_roll_00001107_01,103,104,1
sd300b_plain_roll_next_subject_impostor_01_00001107_00001108,sd300b,plain_roll_next_subject_impostor,impostor,1,00001107,00001108,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001107_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001108_roll_1000_01.png,11,1,sd300b_plain_roll_00001107_01,sd300b_plain_roll_00001108_01,104,105,1
sd300b_plain_roll_next_subject_impostor_01_00001108_00001109,sd300b,plain_roll_next_subject_impostor,impostor,1,00001108,00001109,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001108_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001109_roll_1000_01.png,11,1,sd300b_plain_roll_00001108_01,sd300b_plain_roll_00001109_01,105,106,1
sd300b_plain_roll_next_subject_impostor_01_00001109_00001110,sd300b,plain_roll_next_subject_impostor,impostor,1,00001109,00001110,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001109_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001110_roll_1000_01.png,11,1,sd300b_plain_roll_00001109_01,sd300b_plain_roll_00001110_01,106,107,1
sd300b_plain_roll_next_subject_impostor_01_00001110_00001111,sd300b,plain_roll_next_subject_impostor,impostor,1,00001110,00001111,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001110_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001111_roll_1000_01.png,11,1,sd300b_plain_roll_00001110_01,sd300b_plain_roll_00001111_01,107,108,1
sd300b_plain_roll_next_subject_impostor_01_00001111_00001112,sd300b,plain_roll_next_subject_impostor,impostor,1,00001111,00001112,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001111_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001112_roll_1000_01.png,11,1,sd300b_plain_roll_00001111_01,sd300b_plain_roll_00001112_01,108,109,1
sd300b_plain_roll_next_subject_impostor_01_00001112_00001113,sd300b,plain_roll_next_subject_impostor,impostor,1,00001112,00001113,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001112_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001113_roll_1000_01.png,11,1,sd300b_plain_roll_00001112_01,sd300b_plain_roll_00001113_01,109,110,1
sd300b_plain_roll_next_subject_impostor_01_00001113_00001114,sd300b,plain_roll_next_subject_impostor,impostor,1,00001113,00001114,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001113_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001114_roll_1000_01.png,11,1,sd300b_plain_roll_00001113_01,sd300b_plain_roll_00001114_01,110,111,1
sd300b_plain_roll_next_subject_impostor_01_00001114_00001115,sd300b,plain_roll_next_subject_impostor,impostor,1,00001114,00001115,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001114_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001115_roll_1000_01.png,11,1,sd300b_plain_roll_00001114_01,sd300b_plain_roll_00001115_01,111,112,1
sd300b_plain_roll_next_subject_impostor_01_00001115_00001116,sd300b,plain_roll_next_subject_impostor,impostor,1,00001115,00001116,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001115_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001116_roll_1000_01.png,11,1,sd300b_plain_roll_00001115_01,sd300b_plain_roll_00001116_01,112,113,1
sd300b_plain_roll_next_subject_impostor_01_00001116_00001117,sd300b,plain_roll_next_subject_impostor,impostor,1,00001116,00001117,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001116_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001117_roll_1000_01.png,11,1,sd300b_plain_roll_00001116_01,sd300b_plain_roll_00001117_01,113,114,1
sd300b_plain_roll_next_subject_impostor_01_00001117_00001118,sd300b,plain_roll_next_subject_impostor,impostor,1,00001117,00001118,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001117_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001118_roll_1000_01.png,11,1,sd300b_plain_roll_00001117_01,sd300b_plain_roll_00001118_01,114,115,1
sd300b_plain_roll_next_subject_impostor_01_00001118_00001119,sd300b,plain_roll_next_subject_impostor,impostor,1,00001118,00001119,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001118_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001119_roll_1000_01.png,11,1,sd300b_plain_roll_00001118_01,sd300b_plain_roll_00001119_01,115,116,1
sd300b_plain_roll_next_subject_impostor_01_00001119_00001120,sd300b,plain_roll_next_subject_impostor,impostor,1,00001119,00001120,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001119_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001120_roll_1000_01.png,11,1,sd300b_plain_roll_00001119_01,sd300b_plain_roll_00001120_01,116,117,1
sd300b_plain_roll_next_subject_impostor_01_00001120_00001121,sd300b,plain_roll_next_subject_impostor,impostor,1,00001120,00001121,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001120_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001121_roll_1000_01.png,11,1,sd300b_plain_roll_00001120_01,sd300b_plain_roll_00001121_01,117,118,1
sd300b_plain_roll_next_subject_impostor_01_00001121_00001122,sd300b,plain_roll_next_subject_impostor,impostor,1,00001121,00001122,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001121_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001122_roll_1000_01.png,11,1,sd300b_plain_roll_00001121_01,sd300b_plain_roll_00001122_01,118,119,1
sd300b_plain_roll_next_subject_impostor_01_00001122_00001123,sd300b,plain_roll_next_subject_impostor,impostor,1,00001122,00001123,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001122_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001123_roll_1000_01.png,11,1,sd300b_plain_roll_00001122_01,sd300b_plain_roll_00001123_01,119,120,1
